entity_id,preferred_english_title,suggested_urdu_title,canonical_key,language_group,occurrence_count,variant_count,relationship_edge_count,parent_names,child_names,main_path_order,source_ids,source_pages,source_refs_sample,known_or_suggested_wikidata_qid,notability_score_0_100,deletion_risk_score_0_100,page_class,simplewiki_recommendation,urduwiki_recommendation,wikidata_recommendation,duplicate_risk_flag,suspect_entity_reason,privacy_review_required,suggested_categories_en,suggested_categories_ur,draft_context_summary,all_variants_pipe
ENT_C2199BC169,سید مہدی رجائی,سید مہدی رجائی,سید مہدی رجايی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 802,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: اولاد معتبر ماخذ: ● المعقبون من آل ابی طالب از سید مہدی رجائی ● لباب الانساب از ابن فندق بہقی بیٹے (18): .1 سید ابو الحسن علی الاصغر رحمۃ اللہ علیہ، .2 سید عبدالعزیز رحمۃ اللہ علیہ، .3 سید یحییٰ صوفی رحمۃ اللہ علیہ، .4 سید ابو القاسم طاہر رحمۃ اللہ علیہ، .5 سید اسماعیل حریفا رحمۃ...,سید مہدی رجائی
ENT_6610BE137B,سید مہدی رجائی)، لباب الانساب (ابن فندق بہقی)، تذکرہ ساداتِ بخاریہ، قدیم خاندانی مشجرات اوچ,سید مہدی رجائی)، لباب الانساب (ابن فندق بہقی)، تذکرہ ساداتِ بخاریہ، قدیم خاندانی مشجرات اوچ,سید مہدی رجايی ، لباب الانساب ابن فندق بہقی ، تذکرہ سادات بخاریہ، قدیم خاندانی مشجرات اوچ,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1157,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: ماخذ: عمدة الطالب (ابن عنبہ)، المعقبون (سید مہدی رجائی)، لباب الانساب (ابن فندق بہقی)، تذکرہ ساداتِ بخاریہ، قدیم خاندانی مشجرات اوچ و بخارا۔,سید مہدی رجائی)، لباب الانساب (ابن فندق بہقی)، تذکرہ ساداتِ بخاریہ، قدیم خاندانی مشجرات اوچ
ENT_177E354789,سید مہدی رجائی، جلد دوم)، عمدة الطالب فی انساب آل ابی طالب (ابن عنبہ الحسنی)،,سید مہدی رجائی، جلد دوم)، عمدة الطالب فی انساب آل ابی طالب (ابن عنبہ الحسنی)،,سید مہدی رجايی، جلد دوم ، عمدة الطالب فی انساب ال ابی طالب ابن عنبہ الحسنی ،,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1147,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: حوالہ جات المعقبون من آل ابی طالب (سید مہدی رجائی، جلد دوم)، عمدة الطالب فی انساب آل ابی طالب (ابن عنبہ الحسنی)، المجدی فی انساب الطالبین (ابو الحسن عمری)، تذکرۂ ساداتِ بخاری و جلالی خانوادہ اوچ شریف، تحقیقاتی حواشی و خاندانی شجرہ جات و مخطوطاتِ ساداتِ بخاریہ۔,سید مہدی رجائی، جلد دوم)، عمدة الطالب فی انساب آل ابی طالب (ابن عنبہ الحسنی)،
ENT_BE7CBEEFDC,سید مہدی رجائی، جلد دوم، ص,سید مہدی رجائی، جلد دوم، ص,سید مہدی رجايی، جلد دوم، ص,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 829,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: المعقبون من آل ابی طالب سید مہدی رجائی، جلد دوم، ص 330–332 2.,سید مہدی رجائی، جلد دوم، ص
ENT_215C12CA24,سید مہدی رجائی، جلد دوم، صفحات ۳۳۰,سید مہدی رجائی، جلد دوم، صفحات ۳۳۰,سید مہدی رجايی، جلد دوم، صفحات ۳۳۰,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 951,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: حوالہ جات: روضۃ الاقطاب (پیر ڈاکٹر سید فہیم رضا کاظمی چشتی اجمیری حفظہ اللہ)، المعقبون من آل ابی طالب (سید مہدی رجائی، جلد دوم، صفحات ۳۳۰–۳۳۲)، عمدۃ الطالب فی انساب آل ابی طالب (ابن عنبہ الحسنی)، المجدی فی انساب الطالبین (ابو الحسن عمری)، لباب الانساب (ابن فندق بہقی)، سیر الاولیا...,سید مہدی رجائی، جلد دوم، صفحات ۳۳۰
ENT_9F5008A6CC,سید میراں محمد شاہ یہ شاخ علمی و روحانی خدمات کے باعث مختلف علاقوں میں,سید میراں محمد شاہ یہ شاخ علمی و روحانی خدمات کے باعث مختلف علاقوں میں,سید میراں محمد شاہ یہ شاخ علمی و روحانی خدمات کے باعث مختلف علاقوں میں,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1486,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید علیم الدین کے صاحبزادگان درج ذیل ہیں: .1سید نظام الدین .2 سید فرید الدین ابو الفتح .3 سید میراں محمد شاہ یہ شاخ علمی و روحانی خدمات کے باعث مختلف علاقوں میں معروف ہوئی۔,سید میراں محمد شاہ یہ شاخ علمی و روحانی خدمات کے باعث مختلف علاقوں میں
ENT_8B6D14321D,سید نبی شاہ بن سید یار شاہ حیدر سید نبی شاہ کے تین صاحبزادے تھے,سید نبی شاہ بن سید یار شاہ حیدر سید نبی شاہ کے تین صاحبزادے تھے,سید نبی شاہ بن سید یار شاہ حیدر سید نبی شاہ کے تین صاحبزادے تھے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1563,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید نبی شاہؒ بن سید یار شاہ حیدرؒ سید نبی شاہؒ کے تین صاحبزادے تھے: سید محبوب علی شاہؒ، سید سلطان علی شاہؒ اور سید شیر علی شاہؒ۔,سید نبی شاہ بن سید یار شاہ حیدر سید نبی شاہ کے تین صاحبزادے تھے
ENT_F805D52493,سید نصیر علی بن سید محبت علی کے پانچ بیٹے ہیں: سید فیضان علی ، سید,سید نصیر علی بن سید محبت علی کے پانچ بیٹے ہیں: سید فیضان علی ، سید,سید نصیر علی بن سید محبت علی کے پانچ بیٹے ہیں سید فیضان علی ، سید,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1748,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: ● سید نصیر علی بن سید محبت علی کے پانچ بیٹے ہیں: سید فیضان علی ، سید رضوان راجو علی ، سید عدنان شاکر علی ، سید ناصر علی ، سید سلمان ذاکر علی اور ایک بیٹی: سیدہ ناصیرا۔,سید نصیر علی بن سید محبت علی کے پانچ بیٹے ہیں: سید فیضان علی ، سید
ENT_DF811B1A70,سید نصیر علی عرف کلّو چچا، سیدہ افسری، سیدہ فیروزا، اور سیدہ بلقیس۔,سید نصیر علی عرف کلّو چچا، سیدہ افسری، سیدہ فیروزا، اور سیدہ بلقیس۔,سید نصیر علی عرف کلو چچا، سیدہ افسری، سیدہ فیروزا، اور سیدہ بلقیس۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1733,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سیدہ نادرؔی خاتون کے بطن سے سید محبت علی کی اولاد درج ذیل ہے: سید امید علی، سید نصیر علی عرف کلّو چچا، سیدہ افسری، سیدہ فیروزا، اور سیدہ بلقیس۔,سید نصیر علی عرف کلّو چچا، سیدہ افسری، سیدہ فیروزا، اور سیدہ بلقیس۔
ENT_1D17AAC565,سید نظام الدین,سید نظام الدین,سید نظام الدین,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1486,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید علیم الدین کے صاحبزادگان درج ذیل ہیں: .1سید نظام الدین .2 سید فرید الدین ابو الفتح .3 سید میراں محمد شاہ یہ شاخ علمی و روحانی خدمات کے باعث مختلف علاقوں میں معروف ہوئی۔,سید نظام الدین
ENT_D4D14F0888,سید نظام الدین ساداتِ نقوی بخاری کے اُن جلیل القدر اکابر میں شمار ہوتے ہیں,سید نظام الدین ساداتِ نقوی بخاری کے اُن جلیل القدر اکابر میں شمار ہوتے ہیں,سید نظام الدین سادات نقوی بخاری کے ان جلیل القدر اکابر میں شمار ہوتے ہیں,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1512,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید صفی الدینؒ بن سید نظام الدینؒ ساداتِ نقوی بخاری سجادہ نشین حضرت سید صفی الدینؒ بن سید نظام الدینؒ ساداتِ نقوی بخاری کے اُن جلیل القدر اکابر میں شمار ہوتے ہیں جنہیں اوچ شریف میں غیر معمولی روحانی، سماجی اور خاندانی وقار حاصل تھا اوچ شریف اس دور میں برصغیر میں ساداتِ نقوی بخاری...,سید نظام الدین ساداتِ نقوی بخاری کے اُن جلیل القدر اکابر میں شمار ہوتے ہیں
ENT_8C8C25E7C5,سید نفیس علی اور اُن کی اہلیہ کو شہید کر دیا گیا اس اندوهناک سانحے,سید نفیس علی اور اُن کی اہلیہ کو شہید کر دیا گیا اس اندوهناک سانحے,سید نفیس علی اور ان کی اہلیہ کو شہید کر دیا گیا اس اندوهناک سانحے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1681,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: فطرتاً دردمند، باوقار اور دینی شعور رکھنے والی یہ خاتون اُس وقت ایک غیرمعمولی کردار میں سامنے آئیں جب فرقہ واریت کی آگ میں اُن کے بھائی سید نفیس علی اور اُن کی اہلیہ کو شہید کر دیا گیا اس اندوهناک سانحے کے بعد جب اُن کے بھتیجے یتیم ہو گئے اور اُن کی جانوں کو بھی خطرہ لاحق ہو گیا،...,سید نفیس علی اور اُن کی اہلیہ کو شہید کر دیا گیا اس اندوهناک سانحے
ENT_9427825C5A,سید نفیس علی شاہ بن سید عاشق علی شاہ دین اور محبتِ اہلِ بیت کے,سید نفیس علی شاہ بن سید عاشق علی شاہ دین اور محبتِ اہلِ بیت کے,سید نفیس علی شاہ بن سید عاشق علی شاہ دین اور محبت اہل بیت کے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1677,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید نفیس علی شاہؒ بن سید عاشق علی شاہؒ دین اور محبتِ اہلِ بیتؑ کے راہرو سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے ساتھ آگے بڑھایا، فیروز آباد میں پیدا ہوئے ان کے والد، سید عاشق علی، اہلِ بیتؑ کی محبت اور بارہ آئمہؑ کی عقیدت کے قائل و عامل تھے، اور اس...,سید نفیس علی شاہ بن سید عاشق علی شاہ دین اور محبتِ اہلِ بیت کے
ENT_8671997C50,سید نفیس علی شاہ تھے۔,سید نفیس علی شاہ تھے۔,سید نفیس علی شاہ تھے۔,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1646,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: نسب: سید امیر علی شاہؒ بن سید حیدر شاہؒ بن سید قطب شاہؒ بن سید کبیر شاہؒ بن سید شرف الدین شاہؒ بن سید شمس الدین شاہؒ بن سید جہانگیر شاہؒ بن سید یار شاہ حیدرؒ بن سید شاہ نظامؒ بن سید زین العابدینؒ بن سید علم الدینؒ بن سید جلال الدین حیدرؒ بن سید صفی الدینؒ بن سید نظام الدینؒ بن سی...,سید نفیس علی شاہ تھے۔
ENT_0073D24114,سید نفیس علی شاہ کے تین صاحبزادے تھے: حاجی سید حفیظ علی اور ان کے,سید نفیس علی شاہ کے تین صاحبزادے تھے: حاجی سید حفیظ علی اور ان کے,سید نفیس علی شاہ کے تین صاحبزادے تھے حاجی سید حفیظ علی اور ان کے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1647,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید نفیس علی شاہ کے تین صاحبزادے تھے: حاجی سید حفیظ علی اور ان کے چھوٹے بھائی سید محبت علی قیامِ پاکستان کے موقع پر ان تینوں بھائیوں نے اپنے اپنے اہلِ خانہ کے ہمراہ پاکستان کی جانب ہجرت کی، اور یوں یہ سلسلۂ نسب برصغیر کے تاریخی تناظر میں ایک نئی جغرافیائی سمت اختیار کر گیا سید ا...,سید نفیس علی شاہ کے تین صاحبزادے تھے: حاجی سید حفیظ علی اور ان کے
ENT_E688641E4B,سید نفیس علی کی بہن، جنہیں پھوپھی اماں کے نام سے یاد کیا جاتا ہے،,سید نفیس علی کی بہن، جنہیں پھوپھی اماں کے نام سے یاد کیا جاتا ہے،,سید نفیس علی کی بہن، جنہیں پھوپھی اماں کے نام سے یاد کیا جاتا ہے،,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1677,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید نفیس علی شاہؒ بن سید عاشق علی شاہؒ دین اور محبتِ اہلِ بیتؑ کے راہرو سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے ساتھ آگے بڑھایا، فیروز آباد میں پیدا ہوئے ان کے والد، سید عاشق علی، اہلِ بیتؑ کی محبت اور بارہ آئمہؑ کی عقیدت کے قائل و عامل تھے، اور اس...,سید نفیس علی کی بہن، جنہیں پھوپھی اماں کے نام سے یاد کیا جاتا ہے،
ENT_4DCAC8799F,سید نفیس علی کی حیات مختصر مگر باوقار تھی بدقسمتی سے، فرقہ واریت کی بنیاد,سید نفیس علی کی حیات مختصر مگر باوقار تھی بدقسمتی سے، فرقہ واریت کی بنیاد,سید نفیس علی کی حیات مختصر مگر باوقار تھی بدقسمتی سے، فرقہ واریت کی بنیاد,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1677,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید نفیس علی شاہؒ بن سید عاشق علی شاہؒ دین اور محبتِ اہلِ بیتؑ کے راہرو سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے ساتھ آگے بڑھایا، فیروز آباد میں پیدا ہوئے ان کے والد، سید عاشق علی، اہلِ بیتؑ کی محبت اور بارہ آئمہؑ کی عقیدت کے قائل و عامل تھے، اور اس...,سید نفیس علی کی حیات مختصر مگر باوقار تھی بدقسمتی سے، فرقہ واریت کی بنیاد
ENT_29EB2A77E3,سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل,سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل,سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1859,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: خاص طور پر، سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل تک نہیں پہنچ پایا بعد ازاں، سید محبت علی اور سید حفیظ علی نے فیروز آباد سے آگرہ ہجرت کی، اور پھر تقسیم ہند کے موقع پر ایک اور ہجرت وقوع پذیر ہوئی یہی وہ دور تھا جب تاریخی دستاویزات، مسودے، اور دیگر بیش قیمت ...,سید نفیس علی کی وفات کی وجہ سے، یہ ورثہ مکمل طور پر اگلی نسل
ENT_504A9D4A6E,سید نفیس علی کی وفات کے ذکر میں ان کا کوئی تذکرہ نہیں ملتا، کچھ,سید نفیس علی کی وفات کے ذکر میں ان کا کوئی تذکرہ نہیں ملتا، کچھ,سید نفیس علی کی وفات کے ذکر میں ان کا کويی تذکرہ نہیں ملتا، کچھ,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1678,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: راتوں رات وہ بھتیجوں کو فیروز آباد سے لے کر آگرہ فرار ہوئیں آگرہ پہنچنے پر ان کے پاس نہ ٹھہرنے کا کوئی مناسب ٹھکانہ تھا، نہ کوئی ذریعۂ روزگار ابتدا میں وہ آگرہ کی ایک مشہور درگاہ کے احاطے میں مقیم رہے، جہاں وہ محفوظ بھی تھے اور روحانی سہارا بھی موجود تھا سید امجد علی بن سید نفیس...,سید نفیس علی کی وفات کے ذکر میں ان کا کوئی تذکرہ نہیں ملتا، کچھ
ENT_BF454005ED,سید نفیس علی کی وہ بہن بھی پاکستان آئیں تھی اپنے بھتیجوں اور شوہر کے,سید نفیس علی کی وہ بہن بھی پاکستان آئیں تھی اپنے بھتیجوں اور شوہر کے,سید نفیس علی کی وہ بہن بھی پاکستان ايیں تھی اپنے بھتیجوں اور شوہر کے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1687,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: مگر بیس23 میں سندھ کے ایک خاندان سے یہ معلومات حاصل ہوئی کہ سید نفیس علی کی وہ بہن بھی پاکستان آئیں تھی اپنے بھتیجوں اور شوہر کے ساتھ، اور ان کے شوہر اہلِ تصوف سے تعلق رکھتے تھے ممکنہ طور پر بخاری سید تھے ان کی صرف ایک اولاد، بیٹی تھی، اور وہ لوگ تقسیمِ ہند کے موقع پر راولپنڈی می...,سید نفیس علی کی وہ بہن بھی پاکستان آئیں تھی اپنے بھتیجوں اور شوہر کے
ENT_BF531F729C,سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی,سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی,سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1679,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید حفیظ علی بن سید نفیس علیؒ اور سید محبت علی بن سید نفیس علیؒ فیروز آباد سے آگرہ ہجرت رشتہ داروں کی سرپرستی سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی اور سید محبت علی، کو ان کے رشتہ داروں نے اپنی سرپرستی میں لے لیا، اگرچہ فیروز آباد میں ان کی وراثتی جا...,سید نفیس علی کے انتقال کے بعد، ان کے دونوں کمسن بیٹوں، سید حفیظ علی
ENT_E88A4056CB,سید نفیس علی کے لیےایک چراغِ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی,سید نفیس علی کے لیےایک چراغِ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی,سید نفیس علی کے لیےایک چراغ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 7,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: یہ کتاب اُن نسلوں کے لیے خاص طور پر نسلِ سید نفیس علی کے لیےایک چراغِ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی جڑوں کو بھلا دیا، جو مہاجر نسلوں کی طرح نئی زمین پر نئے مقام کے طلبگار تھے، جن کی تاریخ درباری کاغذوں، فقہی اختلافات، اور سیاسی جبر کے بوجھ تلے دب چکی تھی اور جو یہ جا...,سید نفیس علی کے لیےایک چراغِ راہ ہے جنہوں نے اپنی دینی، نسبی اور روحانی
ENT_F526C3343A,سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں,سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں,سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1676,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: یدہ زکیہ زیدی، سیدہ آمنہ بخاری، اور تیسری کا نام معلوم نہیں ، اسکے باوجود خواتین کے ناموں پر اختلاف ہے مگر آپ کی اولاد صرف دو ہی ثابت ہیں ایک بیٹا سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں 'پھوپھی اماں' کے لقب سے یاد کیا جاتا ہے، ان کی زندگی سادگی اور وقار کا نمونہ تھی، اور ...,سید نفیس علی، اور ایک بیٹی سیدہ، جنہیں نسل میں
ENT_EECFD27C2A,سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے,سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے,سید نفیس علی، جنہوں نے اپنے اباو اجداد کے روحانی ورثے کو نہایت اخلاص کے,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1677,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: سید نفیس علی شاہؒ بن سید عاشق علی شاہؒ دین اور محبتِ اہلِ بیتؑ کے راہرو سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے ساتھ آگے بڑھایا، فیروز آباد میں پیدا ہوئے ان کے والد، سید عاشق علی، اہلِ بیتؑ کی محبت اور بارہ آئمہؑ کی عقیدت کے قائل و عامل تھے، اور اس...,سید نفیس علی، جنہوں نے اپنے آباؤ اجداد کے روحانی ورثے کو نہایت اخلاص کے
ENT_354F96E1A1,سید نوشاد علی نقوی البخاری،,سید نوشاد علی نقوی البخاری،,سید نوشاد علی نقوی البخاری،,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1765,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: 1) سید محسن علی نقوی البخاری، 2) سید نوشاد علی نقوی البخاری، 3) سید قمر علی نقوی البخاری، 4) سید مظہر علی نقوی البخاری، 5) سید عرفان علی نقوی البخاری، 6) سید علی نقوی البخاری ان سب نے ابتدا میں جوتوں کے کام کو ہی بطور کارخانہ ذریعہ معاش بنایا، بعد میں اپنی تعلیم اور ہنر کے مطابق ...,سید نوشاد علی نقوی البخاری،
ENT_AB86634866,سید نیاز علی ایک ریٹائرڈ سرکاری ملازم ہیں اور ریٹائرمنٹ کے بعد ایک نجی کمپنی,سید نیاز علی ایک ریٹائرڈ سرکاری ملازم ہیں اور ریٹائرمنٹ کے بعد ایک نجی کمپنی,سید نیاز علی ایک ریٹايرڈ سرکاری ملازم ہیں اور ریٹايرمنٹ کے بعد ایک نجی کمپنی,ur/ar,2,1,0,,,,SRC003,SRC003 p.1,SRC003 p.1 line 1850,,19,81,DO_NOT_CREATE_WIKIPEDIA_YET,Do not create as standalone Wikipedia article yet,Do not create as standalone Wikipedia article yet,Do not upload without entity cleanup,,,no,Do not add categories until review is complete.,Do not add categories until review is complete.,Context: پیشہ ورانہ زندگی سید نیاز علی ایک ریٹائرڈ سرکاری ملازم ہیں اور ریٹائرمنٹ کے بعد ایک نجی کمپنی میں بطور مینیجر خدمات انجام ہیں ان کی عملی زندگی زیادہ تر پیشہ ورانہ مصروفیات کے گرد گھومتی ہے اور وہ دینی معاملات کو بطور پیشہ نہیں اپناتے۔,سید نیاز علی ایک ریٹائرڈ سرکاری ملازم ہیں اور ریٹائرمنٹ کے بعد ایک نجی کمپنی
